latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
34.9695662,-78.9353504,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,NAD83,Eric Frantz,Anthony Gotvald,NCCUM26897,"House on Booker Place, Hope MIlls, NC.",,,NC,Cumberland County,,No,34.9695662,-78.9353504,33506,Little Rockfish Creek,26897,283,5,2,"Seed line on streamward corner of house. Sharpie line 3.6 feet from corner of 4316 Booker Place, Hope MIlls NC. Flagging tape hung on vertical gutter near garage.",9/21/2018 04:00,97.84,2,6,N/A,18054,4,4.49,3,,Level III survey,Riverine,9/20/2018 04:00,1,2,5,6,0.095,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.1998591,-78.9602956,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,Paul Ankcorn,NCCUM26903,Heritage at Fort Bragg Apartments,,,NC,Cumberland County,,No,35.1998591,-78.9602956,33508,Little River,26903,283,5,2,,9/23/2018 04:00,155.21,2,6,N/A,18074,6,5.38,3,,Level II Survey,Riverine,9/21/2018 04:00,0,2,1715,873,0.2,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.405274,-78.022734,Florence Sep 2018,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Map (digital or paper),WGS84 (from Digital Map),Anthony Gotvald,Anthony Gotvald,NCWAY18771,Large storage building N/NW of storage building near 161 Claridge Nursery Rd.,,,NC,Wayne County,,No,35.405274,-78.022734,33509,Little River,18771,283,5,3,"sharpie mark is at 151 claridge nursery rd, goldsboro nc. seedline on electrical box; mark supported by other fair marks on telephone pole and telephone box.",9/21/2018 04:00,74.23,2,6,N/A,18052,4,1.72,4,,Level II Survey,Riverine,9/20/2018 04:00,0,4,6,6,0.024,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.1940704,-78.9853602,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,Anthony Gotvald,NCCUM18785,Powerline pole next to Gage house of gage 02103000. Marked by USGS personnel on 10/10/16. Highest of three marks.,,,NC,Cumberland County,,No,35.19355,-78.98549,33510,Little River,18785,283,5,1,Seedline on powerpole located 200 ft NE of USGS gate 02103000,9/22/2018 04:00,160.86,2,6,N/A,18056,6,1,3,,Level III Survey,Riverine,9/21/2018 04:00,0,2,1715,6,0.09,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.9663799,-78.9171345,Florence Sep 2018,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Eric Frantz,Anthony Gotvald,NCCUM26898,Large tree in front yard of abandoned property.,,,NC,Cumberland County,,No,34.9663799,-78.9171345,33511,Rockfish Creek,26898,283,5,3,Seed line located on large tree in front yard of abandoned property. Flagging tape used. No address on property.,9/21/2018 04:00,87.29,2,6,N/A,18048,6,1.42,3,,Level III Survey,Riverine,9/20/2018 04:00,1,2,5,6,0.1,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.42691,-78.01758,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,Anthony Gotvald,NCWAY18784,NC Greensboro Forest Center - 762 Claridge Nursery Road,,,NC,Wayne County,,No,35.42691,-78.01758,33512,Little River,18784,283,5,1,"Excellent seedline at base of power pole behind ""office"" building near river crane",9/21/2018 04:00,81.81,2,6,N/A,18053,6,0.41,3,,Level II Survey,Riverine,9/20/2018 04:00,0,2,1715,6,0.024,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.961645,-78.9243248,Florence Sep 2018,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Paint,Phone/Car GPS,NAD83,Eric Frantz,Anthony Gotvald,NCCUM26900,bridge across the street from Cotton fire dept station 4.,,,NC,Cumberland County,,No,34.961645,-78.9243248,33513,Rockfish Creek,26900,283,5,3,,9/21/2018 04:00,92.2,2,6,N/A,18050,3,2.14,3,,Level IIi Survey,Riverine,9/20/2018 04:00,0,2,5,6,0.1,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.9608799,-78.9419533,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,NAD83,Eric Frantz,Anthony Gotvald,NCCUM26902,End of MIll Bridge Road.,,,NC,Cumberland County,,No,34.9608799,-78.9419533,33514,Rockfish Creek,26902,283,5,1,,9/22/2018 04:00,93.53,2,6,N/A,18058,4,,3,,Level III Survey,Riverine,9/20/2018 04:00,0,2,5,6,0.09,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.35355,-78.007,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Gerard Gonthier,NCWAY18751,HWM is located on large post on the rear of property next to shed.,,,NC,Wayne County,,No,35.353753,-78.006687,33515,Neuse River,18751,283,5,1,Seed line found behind backside of red brick house near crawl space access; southeast corner of house.,9/26/2018 04:00,70.53,2,6,N/A,,4,0.44,3,,Level II survey,Riverine,9/20/2018 04:00,0,4,1715,1919,0.02,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.56194444,-79.08555556,Florence Sep 2018,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO14325,"WACCAMAW R. AT WACCA WACHE MARINE, MURRELLS INL SC",,South Atlantic,SC,Georgetown County,,Yes,33.56194444,-79.08555556,33516,Waccamaw River,14325,283,5,3,On sheetpile 1.5 ft east of storm surge bracket.,9/20/2018 04:00,5.83,2,6,N/A,,4,6.86,3,,,Coastal,9/18/2018 04:00,0,2,1381,1381,0.004,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.3482,-77.99481,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,Anthony Gotvald,NCWAY18793,Waste Industries Inc - 330 Westbrook Rd,,,NC,Wayne County,,No,35.3482,-77.99466,33517,Neuse River,18793,283,5,2,Seed line north side of telephone pole,9/21/2018 04:00,69.58,2,6,N/A,18066,6,0.69,3,,Level II Survey,Riverine,9/20/2018 04:00,0,2,1715,6,0.002,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.38556,-78.03778,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,NAD83,Anthony Gotvald,Anthony Gotvald,NCWAY26899,"Mark on base of Neuse Correctional Institution sign, 701 Stevens Mill Rd, Goldsboro NC 27350",,,NC,Wayne County,,No,35.38556,-78.03778,33518,Neuse Rvr,26899,283,5,1,,9/21/2018 04:00,73.9,2,6,N/A,,4,0.37,3,,Level III Survey,Riverine,9/20/2018 04:00,0,2,6,6,0.024,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.34882,-77.98025,Florence Sep 2018,Mud,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Stake,Phone/Car GPS,NAD83,Cristal Younker,Anthony Gotvald,NCWAY18792,S. Slocumb St. - west of Air Force Base,,,NC,Wayne County,,No,35.34882,-77.98025,33519,Stoney Creek,18792,283,1,3,Mud line approximately 30 ft north of boardwalk,9/21/2018 04:00,69.2,2,6,N/A,18065,7,0,3,,Level II Survey,Riverine,9/20/2018 04:00,0,2,1715,6,0.002,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.339583,-78.030802,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Other (Note in Description box),Phone/Car GPS,NAD83,Cristal Younker,Anthony Gotvald,NCWAY26904,Parking lot southeast of Neuse River Cleaners.,,,NC,Wayne County,,No,35.339583,-78.030802,33520,Neuse River,26904,283,5,2,Seed line on 5th employee of the month post from building with teal awning.,9/21/2018 04:00,71.36,2,6,N/A,18067,9,0.68,3,,Level II Survey,Riverine,9/21/2018 04:00,0,2,1715,6,0.002,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.360448,-77.9575,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Paul Ankcorn,Marker,Phone/Car GPS,NAD83,Cristal Younker,Paul Ankcorn,NCWAY18791,Stephens Ct,,,NC,Wayne County,,No,35.3602,-77.97533,33521,Stoney Creek,18791,283,5,1,seed line found on house foundation,9/22/2018 04:00,77.17,2,6,Right,18092,4,0.58,3,,Level II Survey,Riverine,9/22/2018 04:00,0,2,1715,873,0.021,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.1971703,-78.9888122,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Cristal Younker,Anthony Gotvald,NCCUM26905,Near 1710 - 1798 Little River Road,,,NC,Cumberland County,,No,35.1971703,-78.9888122,33522,Little River,26905,283,5,1,"Seed line on pillar of guard rail, located 33 ft NW of power pole and 180 ft south of red Edward Mendoza Municipal Park sign.",9/23/2018 04:00,160.14,2,6,N/A,18059,6,1.33,3,,Level III survey,Riverine,9/21/2018 04:00,0,2,1715,6,0.09,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.47083333,-79.10111111,Florence Sep 2018,Vegetation line,VP: > 0.40 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO14318,"CLUB HOUSE CRK AT S-302 AT LITCHFIELD BEACH, SC",,South Atlantic,SC,Georgetown County,,Yes,33.47083333,-79.10111111,33523,Club House Creek,14318,283,4,5,Near storm surge bracket.,9/21/2018 04:00,5.54,2,6,N/A,,7,0,3,,,Coastal,9/18/2018 04:00,0,2,1381,1381,0.141,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.375027,-77.96207,Florence Sep 2018,Mud,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,WGS84 (from Digital Map),Cristal Younker,Anthony Gotvald,NCWAY18773,The high water mark is located on a vertical beam of the restroom pavilion at the Stoney Creek Park west of the parking circle. The second vertical beam from the front of the pavilion is marked.,,,NC,Wayne County,,No,35.375027,-77.964244,33524,Stoney Creek,18773,283,1,3,Mud line on tree NW of gravel parking lot.,9/21/2018 04:00,77.34,2,6,N/A,18063,6,0.41,3,,Level II Survey,Riverine,9/21/2018 04:00,0,4,1715,6,0.002,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.3675,-79.16916667,Florence Sep 2018,Seed line,VP: > 0.40 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO14323,DEBIDUE CRK @ DEBORDIEU ISL BT RP NR GEORGETOWN SC,,South Atlantic,SC,Georgetown County,,Yes,33.3675,-79.16916667,33525,Debidue Creek,14323,283,5,5,Seed line on side wall to boat ramp next to storm surge bracket.,9/21/2018 04:00,2.64,2,6,N/A,,4,1.88,3,,,Coastal,9/18/2018 04:00,0,2,1381,1381,0.19,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.55472222,-79.03416667,Florence Sep 2018,Vegetation line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCGEO14320,"PARSONAGE CREEK AT BELIN UMC NR MURRELLS INLET,SC",,South Atlantic,SC,Georgetown County,,Yes,33.55472222,-79.03416667,33526,Parsonage Creek,14320,283,4,3,Debris line just to the right of boat landing near storm surge sensor.,9/21/2018 04:00,4.08,2,6,N/A,,7,0,3,,,Coastal,9/18/2018 04:00,0,2,1381,1381,0.141,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
32.94,-79.65722222,Florence Sep 2018,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCCHA14308,"AIW AT GARRIS LANDING NEAR BULLS ISLAND,SC",,South Atlantic,SC,Charleston County,,Yes,32.94,-79.65722222,33527,AIW,14308,283,5,3,Seed line on aluminum sheet pile near storm surge bracket.,9/21/2018 04:00,4.36,2,6,N/A,,4,1.58,3,,,Coastal,9/18/2018 04:00,0,2,1381,1381,0.006,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
32.81555556,-79.80888889,Florence Sep 2018,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCCHA14302,"MARSH CREEK AT SC 517 NEAR ISLE OF PALMS, SC",,South Atlantic,SC,Charleston County,,Yes,32.81555556,-79.80888889,33528,Marsh Creek,14302,283,2,4,Debris line under bridge near storm surge sensor.,9/21/2018 04:00,6.9,2,6,N/A,,,0,3,,,Coastal,9/17/2018 04:00,0,2,1381,1381,0.036,,HWM 1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
32.78972222,-79.78833333,Florence Sep 2018,Stain line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Marker,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCCHA14301,"Hamlin Creek at SC 517 near Isle of Palms, SC",,South Atlantic,SC,Charleston County,,Yes,32.78972222,-79.78833333,33529,Hamlin Creek,14301,283,6,3,Stain line on first set of piers on creek side.,9/21/2018 04:00,4.87,2,6,N/A,,4,2.39,3,,,Coastal,9/17/2018 04:00,0,2,1381,1381,0.008,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
32.76694444,-79.97388889,Florence Sep 2018,Debris,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Stake,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCCHA14298,"Wappoo Creek at SC 171 near James Island, SC",,South Atlantic,SC,Charleston County,,Yes,32.76694444,-79.97388889,33530,Wappoo Creek,14298,283,2,4,,9/21/2018 04:00,4.85,2,6,N/A,,7,0,3,,,Coastal,9/17/2018 04:00,0,2,1381,1381,0.039,,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.19314,-78.98728,Florence Sep 2018,Mud,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,,Dennis Kluesner,NCCUM18675,"presbyterian church of the covenant at 118 manchester rd, spring hill nc. lot closest to nc24.",,,NC,Cumberland County,,No,35.19314,-78.98728,33531,Little River,18675,283,1,2,Mud line located on right side of angle roof support on building closest to NC Hwy 24. HWM is 44 ft NE of Hurricane Matthew HWM in powerpole.,9/22/2018 04:00,161.24,2,6,N/A,18057,6,8.9,3,,Level III Survey,Riverine,9/21/2018 04:00,0,2,,1829,0.09,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.1861926,-79.0157895,Florence Sep 2018,Seed line,Excellent: +/- 0.05 ft,NAVD88,RT-GNSS,Anthony Gotvald,Nail and HWM tag,Phone/Car GPS,NAD83,Dennis Kluesner,Anthony Gotvald,NCCUM26908,Near 1699 - 1601 Krause Lane,,,NC,Cumberland County,,No,35.1861926,-79.0157895,33533,Little River,26908,283,5,1,Seed line on mobile home that was extended out to pine tree using level line. Pine tree is 15 ft. NE of mobile home.,9/23/2018 04:00,168.06,2,6,N/A,18060,6,3.45,3,,Level III Survey,Riverine,9/21/2018 04:00,0,2,1829,6,0.09,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.38593,-77.956546,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Marker,Phone/Car GPS,NAD83,Dennis Kluesner,Paul Ankcorn,NCWAY18772,"HWM is on ""Goldsboro Assisted Living"" sign to the left of the first ""2"" in the address.",,,NC,Wayne County,,No,35.38593,-77.956546,33534,Stoney Creek,18772,283,5,2,"HWM is on ""Goldsboro Assisted Living"" sign on right post close to Royall Ave.",9/22/2018 04:00,87.9,2,6,N/A,18079,4,4,3,,Level II Survey,Riverine,9/21/2018 04:00,0,2,1829,873,0.02,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.40067,-77.9575,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Stake,Phone/Car GPS,NAD83,Dennis Kluesner,Anthony Gotvald,NCWAY18790,Vidant Nerosurgery - 625 Country Day Rd,,,NC,Wayne County,,No,35.40067,-77.9575,33535,Stoney Creek,18790,283,5,2,Stake to the right of dumpster;transcribed from seed line on dumpster,9/21/2018 04:00,93.24,2,6,N/A,18064,7,1.46,3,,Level III Survey,Riverine,9/21/2018 04:00,0,2,1829,6,0.002,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.0661463,-78.8911244,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Anthony Gotvald,Marker,Phone/Car GPS,NAD83,Dennis Kluesner,Anthony Gotvald,NCCUM26909,Christian Cultural Center University Park,,,NC,Cumberland County,,No,35.0661463,-78.8911244,33536,Cross Creek,26909,283,5,2,"Seed line on exterior AC vent on SW facing wall of Christian Cultural Center - University Park main entrance. Marker line is 10 ft NE of power pole in parking lot and 20 ft NE of building dumpsters. Address: 707 Murchison Road, Fayetteville, NC 28301",9/22/2018 04:00,99.05,2,6,N/A,18061,4,2.53,3,,Level III Survey,Riverine,9/21/2018 04:00,0,2,1829,6,0.09,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
35.104357,-77.018073,Florence Sep 2018,Seed line,Good: +/- 0.10 ft,NAVD88,RT-GNSS,Paul Ankcorn,Marker,Phone/Car GPS,NAD83,Dennis Kluesner,Paul Ankcorn,NCCRA26906,"Seed line found under front porch, transposed around corner. Marker line marked on corner, left side of porch looking at the house near porch railing",,,NC,Craven County,,No,35.104357,-77.018073,33537,Neuse River,26906,283,5,2,"Seed line found under front porch, transposed around corner. Marker line marked on corner, left side of porch looking at the house near porch railing. Marked with black marker.",9/24/2018 04:00,10.84,2,6,N/A,18126,4,6.95,3,,Level II Survey,Coastal,9/21/2018 04:00,0,2,1829,873,0.039,,HWM01,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
